sentence,label
"Intro:dismal sketches of...jersey trife shit
Hook:
Fire and brimstone is our life's stage
So we pack enough heat that we could melt the next iceage
A rich nigga is still a nigga, just harder to fade (why? )
There's thousands of ways to get payed (x5)
Verse 1:
I'm that type of rapper that'll take a half an hour in advance
(and do the hustle) and I don't mean that 70's dance
The king of punch lines, I do what I gotta for my backroll
Slicing yayo with powder with my bass latter gettin' dasterly for salary
Fiends dream of stabbing me, bo diggity is never snagging me
Chino equality for the high or low black son I'm betting on that
Seeking universal mastery
Should I put platrum plaques on my wall like a latin art gallery
Ol'dirty should of fucked maria, my rap the barbed wire fences
Ancestors egyptian princes, showing you a view to a kill
Giving you fatal glimpses, stacking papes like there's 10 of me
Your hootie's an obsenity, corporate at the pope
But shooting bullets with no memory
Hook:
""i gotta get mine, I gotta get cash""
Verse 2:
I need that cream split and I've seen
Enough cowboy movies to know a white man's hand shake don't mean shit
So back in 9-5 I said ""fuck a 9 to 5"" I ain't john travolta
Gun in holster, man stayin' alive, from new jerz to cali
Get my swerve, servin' silence, ultra violence
A lot of islands, avoiding niggas that's spineless
I got the lay, who's beefing this kid heartless
Harry reasons vary, shot him at the vally
Took the jag keys from the valay, robert shalay
Top down drove away, pumpin' hip hop hooray
I'm so full of shame, it's awful strange
Local crew conplain I'm spitting out more keys than an opera sings vocal range
Fuck playin' ceelo, half latino, chino exquistness, the streets bizness
Never personal, shorties still in monteros for deneros
Way past the current few, violate mine and get done like al sharps perms do
My rents due, gotta make that revenue
You dodge bullets like bobby brown on my avenue
Yellow nigga with an attitude, tommy hilfigure booster too
From the morph of the martinees bitches from catholic school
Uptown they call my parabal, crack ho selling genitals
Trading they souls for salindriacal capsals
My products is unhabitable, please don't feed the animals
(why? ) new jeru is a fuckin' zoo
Hook
Verse 3:
For my peoples that's making rap fans
Downin' niggas with credit card scams,jackin' strickly toyota land
Cruisers making moves in large proportions
Dressing like white boys, sticking up norstoms
I done seen niggas taht go from college graduations
To illegal cannibus connection with jamacians
Hooked up with asians for motor-rola flip phone activating chips
Selli",Yes
"Stranded alone on a sea of emotion
You found me
Your love was a light in the darkness
That shone so profoundly
Say that youll stay
Do not be afraid, afraid
You, youre my breath
The air I breathe
You are my imagination
Su le finesse
Song of my heart
Secrets Im not afraid to whisper
Con te partiro
Ill go where you lead me
Wherever you are
Forever and ever, well stay
In love together
I will go with you
Ill go where you lead me
Forever true
Forever and ever, well stay
In love together
Stranded alone on a sea of emotion
You found me
Its you who first found me
Come here, come here
Put your arms around me, come here
Its you who surrounds me
Come here, come here
Come here, come here
You, youre my breath
The air I breathe
You are my imagination
Su le finesse
Song of my heart
Secrets Im not afraid to whisper
I will go with you
Ill go where you lead me
Forever true
Forever and ever well stay
In love together
Con te partiro
Ill go where you lead me
Wherever you are
Forever and ever well stay
In love together
I will go with you
Ill go where you lead me
Forever true
Forever and ever well stay
In love together
Con te partiro
Ill go where you lead me
Wherever you are
I will go with you
Ill go where you lead me
Forever true in my heart",Yes
Emmanuel Macron To Talk To Biden Amid Crisis Over Submarines,No
Protesters Across US Rally Against A War With Iran,No
"I saw the passing through the royal heir.
Keep the bastards down it's all too clear.
Destroying the lives of thousands of men.
Here is you medal parade it up high, so we can see!
I wanna knighthood! May the medal honour exist.
I wanna knighthood! I'm Queen Liddle's best.
Put me on the list, I've got to be the upstanding team of Chivalry.
Let the peasants feed the starving greed.
Want is want, water is the greed.
Is there a difference between men and me?
Maybe more honest, 'cause I plead guilty!
I wanna knighthood! May the medal honour exist.
I wanna knighthood! I'm Queen Liddle's best.
Put me on the list, I've got to be the upstanding team of Chivalry.",Yes
"Oh the way theyll never know
A wife is left with a child Ill never hold
I fear my end will be
One of the many tales untold
The sky is dark no stars in sight
There is no way to guide us
Through this night
A thousand miles from the coast
Dead reckoning weve lost all hope
As the waves crash over on the bow
I listen as the wind begins to howl
I hear the sirens singing out
A luring sound with no one in sight
They are
Too close to my ear tonight
This is my last mayday call
This shining ocean tells it all
A reflection of what I will be
In the Water
Half the deck has gone under
Every possession I have is thrown
As I begin to pray
But not for this day
The ship is lost its going down
The crew has gone no ones around
What else can I do
I grab the wheel and think of you",Yes
"UK Health Officials Fear 43,000 Received False Negative COVID-19 Test Results",No
"comin from a long line of pain
my family suffered greatly for my gain
and i think a lot about
how my daddy died so i would not live with out
and his heart lives in my song
the melody comes and just as quickly the melody is gone
and I'm back alone far from home
now my mamma's on her own
i try to call and see her when i'm home
after all that she's been through
all the doctors say there ain't nothin we can do
and her heart lives in my song
the melody comes and just as quickly the melody is gone
and I'm back alone far from home
there's a bird outside my window who takes the song where he goes
and leaves it there
like a dead man's rockin chair
and tonight i'm feelin lost and
headin down the highway out to boston
i get the sense that i might lose it
i thank god tonight for the light i got in music
cause my heart lives in this song
the melody comes and just as quickly the melody is gone
I'm back alone far from home",Yes
"Hillary Clinton, Top Democrats Rally For Voting Rights On Anniversary Of Selma March",No
"True you ride the finest horse I've ever seen
Standing 16 1"" or 2"" with eyes wild and green
And you ride the horse so well, hands light to the touch
I could never go with you no matter how I wanted to
Ride on, see you, I could never go with you
No matter how I wanted to
When you ride into the night without a trace behind
Run your claw along my gut one last time
I turn to face an empty space where once you used to lie
And look for a smile to light the night through a teardrop in my eye
Ride on, see you, I could never go with you
No matter how I wanted to",Yes
"They're running in packs on a Saturday night
They got their own bark and they got their own bite
Waitin' in line I can't wait no more... No
Slip right in, get kicked out the back door
I don't know
If it's possible to tame one
I don't know
If she'll follow me home
I don't know
What it is about her
Sunset babies all got rabies
Sunset babies all got rabies
Got my shot...
They got a sixth sense, they know why you're here
They can smell the fear through the smoke and the beer
They're a vicious breed and they just don't care
You think you're in but you're getting nowhere
I don't know
If it's safe to pet one
I don't know
To go for my throat
I don't know
What it is about them
Sunset babies all got rabies
Sunset babies all got rabies
And I'd buy her a diamond collar, if she'd only throw me a bone
Here I am alone...
Sunset babies all got rabies
Sunset babies all got rabies
Got my shot...
And she's supposed to be a mans best friend
Why she play around
Now I gotta put that old girl down",Yes
Fox News's 'Craziest Trump Lie Yet' Revealed In 'Late Show' Segment,No
Chinese Hotel Collapses While Being Used To Observe Coronavirus Contacts,No
Afghan Peace Deal Hits First Snag Over Prisoner Releases,No
Mother Dog Found Dragging Her Puppies In A Crate On The Side Of The Road,No
"Waking to the silence of this quality
The one the angels decided to hand down
For the beauty of the deeds that are forgiven
I surrender and I lay me down
For Michael and Gabriel who hold me
And the wings that make the silence of that sound
And for the tender touch that comes when I stop to listen
I surrender, I lay me down
For the letting go of all I hold so tightly
Releasing clouds and silver linings of my mind
Finding ways to see all of my horizons
For mothers and fathers who may guide
For the courage to breathe the words of fire and love
And looking out with freedom to abandon
And for the tender touch that comes when I stop to listen
I surrender, I lay me down
Breathing with the silence of this quality
The grace the angels decided to hand down
For the beauty of the deeds that are forgiven
I surrender and I lay me down
I surrender, I lay me down
I surrender, I lay me down",Yes
